S.No.,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,CrdY,CrdR,Gls/per 90,Ast/per 90,xG/expexted season,xA/expected season,xG/per 90,xA/per 90,Season
3860,Gerard Moreno,es ESP,FW,Espanyol,24,1992,37,37,3275,36.4,13,4,6,0,0.36,0.11,,,,,2016/2017
3861,Marlos Moreno,co COL,MFFW,La CoruÃ±a,19,1996,19,9,793,8.8,0,0,0,0,0,0,,,,,2016/2017
3862,Pedro Mosquera,es ESP,MF,La CoruÃ±a,28,1988,23,17,1564,17.4,3,0,7,0,0.17,0,,,,,2016/2017
3863,Iker Muniain,es ESP,MF,Athletic Club,23,1992,35,28,2405,26.7,7,1,5,0,0.26,0.04,,,,,2016/2017
3864,Luis MuÃ±oz,es ESP,DF,MÃ¡laga,19,1997,5,4,382,4.2,0,0,0,0,0,0,,,,,2016/2017
3865,Mateo Musacchio,ar ARG,DF,Villarreal,25,1990,23,23,2065,22.9,0,2,6,0,0,0.09,,,,,2016/2017
3866,Charly Musonda Jr.,be BEL,MF,Betis,19,1996,8,1,284,3.2,0,1,2,0,0,0.32,,,,,2016/2017
3867,Shkodran Mustafi,de GER,DF,Valencia,24,1992,1,0,45,0.5,0,0,0,0,0,0,,,,,2016/2017
3868,Alfred N'Diaye,sn SEN,MF,Villarreal,26,1990,7,1,115,1.3,0,1,1,0,0,0.78,,,,,2016/2017
3869,Nacho,es ESP,DF,Real Madrid,26,1990,28,24,2304,25.6,2,3,5,0,0.08,0.12,,,,,2016/2017
3870,MatÃ­as Nahuel,es ESP,FWMF,Betis,19,1996,10,0,156,1.7,0,0,0,1,0,0,,,,,2016/2017
3871,Nani,pt POR,MFFW,Valencia,29,1986,25,22,1867,20.7,5,8,6,0,0.24,0.39,,,,,2016/2017
3872,Nano,es ESP,FW,Eibar,21,1995,6,1,161,1.8,1,0,0,0,0.56,0,,,,,2016/2017
3873,Samir Nasri,fr FRA,MFFW,Sevilla,29,1987,23,22,1840,20.4,2,4,7,0,0.1,0.2,,,,,2016/2017
3874,Fernando Navarro,es ESP,DF,La CoruÃ±a,34,1982,25,22,2053,22.8,0,0,6,0,0,0,,,,,2016/2017
3875,Marc Navarro,es ESP,DF,Espanyol,21,1995,12,10,788,8.8,2,1,0,0,0.23,0.11,,,,,2016/2017
3876,Rafa Navarro,es ESP,DF,Betis,22,1994,18,14,1280,14.2,2,2,3,0,0.14,0.14,,,,,2016/2017
3877,Keylor Navas,cr CRC,GK,Real Madrid,29,1986,27,27,2430,27,0,0,2,0,0,0,,,,,2016/2017
3878,RaÃºl Navas,es ESP,DF,Real Sociedad,28,1988,32,31,2800,31.1,1,1,5,0,0.03,0.03,,,,,2016/2017
3879,Dani Ndi,cm CMR,MF,Sporting GijÃ³n,20,1995,6,1,153,1.7,0,0,0,0,0,0,,,,,2016/2017
3880,Neymar,br BRA,FW,Barcelona,24,1992,30,30,2649,29.4,13,10,7,1,0.44,0.34,,,,,2016/2017
3881,SaÃºl Ã‘Ã­guez,es ESP,MF,AtlÃ©tico Madrid,21,1994,33,29,2542,28.2,4,3,8,0,0.14,0.11,,,,,2016/2017
3882,Steven Nzonzi,fr FRA,MF,Sevilla,27,1988,35,34,3066,34.1,2,3,6,0,0.06,0.09,,,,,2016/2017
3883,Jan Oblak,si SVN,GK,AtlÃ©tico Madrid,23,1993,30,30,2650,29.4,0,0,1,0,0,0,,,,,2016/2017
3884,Guillermo Ochoa,mx MEX,GK,Granada,31,1985,38,38,3420,38,0,0,2,0,0,0,,,,,2016/2017
3885,Ãlvaro Odriozola,es ESP,DF,Real Sociedad,20,1995,15,15,1282,14.2,0,4,0,0,0,0.28,,,,,2016/2017
3886,Miguel Olavide,es ESP,MFDF,Osasuna,20,1996,14,4,496,5.5,1,0,3,0,0.18,0,,,,,2016/2017
3887,Weligton Oliveira,br BRA,DF,MÃ¡laga,36,1979,1,1,90,1,0,0,1,0,0,0,,,,,2016/2017
3888,Javier Ontiveros,es ESP,MF,MÃ¡laga,18,1997,18,7,833,9.3,2,3,4,0,0.22,0.32,,,,,2016/2017
3889,FabiÃ¡n Orellana,cl CHI,MFFW,Celta Vigo,30,1986,7,6,522,5.8,2,2,2,0,0.34,0.34,,,,,2016/2017
3890,FabiÃ¡n Orellana,cl CHI,MFFW,Valencia,30,1986,16,13,1137,12.6,1,1,4,1,0.08,0.08,,,,,2016/2017
3891,AdriÃ¡n OrtolÃ¡,es ESP,GK,AlavÃ©s,22,1993,2,2,180,2,0,0,0,0,0,0,,,,,2016/2017
3892,Antonio Otegui,es ESP,MF,Osasuna,18,1998,3,0,47,0.5,0,0,0,0,0,0,,,,,2016/2017
3893,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,19,1997,38,30,2719,30.2,2,7,0,0,0.07,0.23,,,,,2016/2017
3894,Fernando Pacheco,es ESP,GK,AlavÃ©s,24,1992,36,36,3240,36,0,0,1,0,0,0,,,,,2016/2017
3895,AsdrÃºbal PadrÃ³n,es ESP,FWMF,Las Palmas,25,1991,3,0,34,0.4,0,0,0,0,0,0,,,,,2016/2017
3896,Aleksandar PantiÄ‡,rs SRB,DF,AlavÃ©s,24,1992,2,1,155,1.7,0,1,1,0,0,0.58,,,,,2016/2017
3897,RubÃ©n Pardo,es ESP,MF,Betis,23,1992,16,15,1265,14.1,1,0,2,0,0.07,0,,,,,2016/2017
3898,RubÃ©n Pardo,es ESP,MF,Real Sociedad,23,1992,3,2,159,1.8,0,0,0,0,0,0,,,,,2016/2017
3899,NicolÃ¡s Pareja,ar ARG,DF,Sevilla,32,1984,27,27,2160,24,1,1,6,1,0.04,0.04,,,,,2016/2017
3900,Daniel Parejo,es ESP,MF,Valencia,27,1989,36,36,3192,35.5,5,8,12,0,0.14,0.23,,,,,2016/2017
3901,Thomas Partey,gh GHA,MFDF,AtlÃ©tico Madrid,23,1993,16,6,636,7.1,1,2,5,0,0.14,0.28,,,,,2016/2017
3902,Alexandre Pato,br BRA,FW,Villarreal,26,1989,14,11,876,9.7,2,1,0,0,0.21,0.1,,,,,2016/2017
3903,RubÃ©n PeÃ±a,es ESP,MFFW,Eibar,25,1991,28,9,1062,11.8,1,0,3,0,0.08,0,,,,,2016/2017
3904,Adalberto PeÃ±aranda,ve VEN,FW,MÃ¡laga,19,1997,3,1,173,1.9,0,0,1,0,0,0,,,,,2016/2017
3905,Pepe,pt POR,DF,Real Madrid,33,1983,13,13,1079,12,2,1,1,0,0.17,0.08,,,,,2016/2017
3906,Luis Perea,es ESP,MF,Osasuna,18,1997,1,0,20,0.2,0,0,0,0,0,0,,,,,2016/2017
3907,Andreas Pereira,br BRA,MF,Granada,20,1996,35,34,2819,31.3,5,3,10,1,0.16,0.1,,,,,2016/2017
3908,Enzo PÃ©rez,ar ARG,MF,Valencia,30,1986,27,26,2190,24.3,0,1,14,1,0,0.04,,,,,2016/2017
3909,HernÃ¡n PÃ©rez,py PAR,MF,Espanyol,27,1989,32,20,1790,19.9,3,1,7,0,0.15,0.05,,,,,2016/2017
3910,Lucas PÃ©rez,es ESP,FW,La CoruÃ±a,27,1988,1,1,90,1,1,1,0,0,1,1,,,,,2016/2017
3911,Nauzet PÃ©rez,es ESP,GK,Osasuna,31,1985,13,13,1170,13,0,0,1,0,0,0,,,,,2016/2017
3912,RubÃ©n PÃ©rez,es ESP,MF,LeganÃ©s,27,1989,30,26,2335,25.9,0,1,12,0,0,0.04,,,,,2016/2017
3913,Petros,br BRA,MF,Betis,27,1989,32,24,2142,23.8,1,2,9,1,0.04,0.08,,,,,2016/2017
3914,GermÃ¡n Pezzella,ar ARG,DF,Betis,25,1991,36,36,3099,34.4,1,0,10,0,0.03,0,,,,,2016/2017
3915,Pablo Piatti,ar ARG,MF,Espanyol,27,1989,30,30,2332,25.9,10,10,8,0,0.39,0.39,,,,,2016/2017
3916,Cristiano Piccini,it ITA,DF,Betis,23,1992,23,21,1738,19.3,2,3,6,2,0.1,0.16,,,,,2016/2017
3917,Pinchi,es ESP,FWMF,La CoruÃ±a,20,1996,1,0,1,0,0,0,0,0,0,0,,,,,2016/2017
3918,Gerard PiquÃ©,es ESP,DF,Barcelona,29,1987,25,25,2191,24.3,2,0,6,0,0.08,0,,,,,2016/2017
3919,Carles Planas,es ESP,DF,Celta Vigo,25,1991,12,11,946,10.5,0,0,3,0,0,0,,,,,2016/2017
3920,Ezequiel Ponce,ar ARG,FW,Granada,19,1997,25,10,1138,12.6,2,0,5,1,0.16,0,,,,,2016/2017
3921,Xabi Prieto,es ESP,MF,Real Sociedad,32,1983,38,32,2816,31.3,8,6,2,0,0.26,0.19,,,,,2016/2017
3922,Nemanja Radoja,rs SRB,MF,Celta Vigo,23,1993,31,27,2417,26.9,1,0,3,0,0.04,0,,,,,2016/2017
3923,Juan Rafael Fuentes,es ESP,DF,Osasuna,26,1990,17,16,1283,14.3,0,1,5,0,0,0.07,,,,,2016/2017
3924,Rafinha,br BRA,MF,Barcelona,23,1993,18,14,1073,11.9,6,2,1,0,0.5,0.17,,,,,2016/2017
3925,Ivan RakitiÄ‡,hr CRO,MF,Barcelona,28,1988,32,26,2341,26,8,6,5,0,0.31,0.23,,,,,2016/2017
3926,Adil Rami,fr FRA,DF,Sevilla,30,1985,21,21,1782,19.8,0,0,4,1,0,0,,,,,2016/2017
3927,Benito RamÃ­rez,es ESP,DFMF,Las Palmas,21,1995,2,0,17,0.2,0,0,0,0,0,0,,,,,2016/2017
3928,Sandro RamÃ­rez,es ESP,FW,MÃ¡laga,21,1995,30,28,2306,25.6,14,4,3,0,0.55,0.16,,,,,2016/2017
3929,IvÃ¡n Ramis,es ESP,DF,Eibar,31,1984,22,20,1717,19.1,3,0,6,0,0.16,0,,,,,2016/2017
3930,AdriÃ¡n Ramos,co COL,FW,Granada,30,1986,14,13,1128,12.5,4,1,4,0,0.32,0.08,,,,,2016/2017
3931,Omar Ramos,es ESP,MF,LeganÃ©s,28,1988,15,11,970,10.8,0,2,4,0,0,0.19,,,,,2016/2017
3932,Sergio Ramos,es ESP,DF,Real Madrid,30,1986,28,28,2487,27.6,7,0,8,1,0.25,0,,,,,2016/2017
3933,Recio,es ESP,MF,MÃ¡laga,25,1991,18,16,1354,15,3,3,9,0,0.2,0.2,,,,,2016/2017
3934,Diego Reyes,mx MEX,DF,Espanyol,23,1992,34,32,2891,32.1,1,0,2,0,0.03,0,,,,,2016/2017
3935,Federico Ricca,uy URU,DF,MÃ¡laga,21,1994,21,19,1619,18,0,1,6,0,0,0.06,,,,,2016/2017
3936,Diego Rico,es ESP,DF,LeganÃ©s,23,1993,25,25,2220,24.7,1,0,6,0,0.04,0,,,,,2016/2017
3937,Fran Rico,es ESP,MF,Eibar,28,1987,17,13,1227,13.6,2,1,5,0,0.15,0.07,,,,,2016/2017
3938,Mikel Rico,es ESP,MF,Athletic Club,31,1984,18,4,480,5.3,1,0,4,0,0.19,0,,,,,2016/2017
3939,Sergio Rico,es ESP,GK,Sevilla,22,1993,35,35,3150,35,0,0,0,0,0,0,,,,,2016/2017
3940,Oriol Riera,es ESP,FW,Osasuna,30,1986,22,18,1459,16.2,4,1,3,0,0.25,0.06,,,,,2016/2017
3941,Asier Riesgo,es ESP,GK,Eibar,32,1983,16,16,1251,13.9,0,0,0,2,0,0,,,,,2016/2017
3942,Cristian Rivera,es ESP,MF,Eibar,19,1997,17,6,722,8,0,0,3,0,0,0,,,,,2016/2017
3943,Emmanuel RiviÃ¨re,fr FRA,FWMF,Osasuna,26,1990,15,8,799,8.9,0,1,3,1,0,0.11,,,,,2016/2017
3944,Roberto,es ESP,GK,Espanyol,30,1986,4,3,308,3.4,0,0,0,0,0,0,,,,,2016/2017
3945,Sergi Roberto,es ESP,DF,Barcelona,24,1992,32,26,2383,26.5,0,5,5,0,0,0.19,,,,,2016/2017
3946,Marc Roca,es ESP,MF,Espanyol,19,1996,25,14,1322,14.7,0,1,4,0,0,0.07,,,,,2016/2017
3947,Jean Carlos Silva Rocha,br BRA,FWMF,Granada,20,1996,1,0,30,0.3,0,0,0,0,0,0,,,,,2016/2017
3948,Rodri,es ESP,MF,Villarreal,20,1996,23,8,849,9.4,0,1,1,0,0,0.11,,,,,2016/2017
3949,Rodrigo,es ESP,FWMF,Valencia,25,1991,19,17,1387,15.4,5,3,1,0,0.32,0.19,,,,,2016/2017
3950,KÃ©vin Rodrigues,pt POR,DF,Real Sociedad,22,1994,2,1,104,1.2,0,0,1,0,0,0,,,,,2016/2017
3951,James RodrÃ­guez,co COL,MFFW,Real Madrid,25,1991,22,13,1181,13.1,8,6,1,0,0.61,0.46,,,,,2016/2017
3952,JosÃ© RodrÃ­guez,es ESP,MF,MÃ¡laga,21,1994,6,6,451,5,0,0,1,1,0,0,,,,,2016/2017
3953,Juan RodrÃ­guez,es ESP,DF,Sporting GijÃ³n,21,1995,4,2,232,2.6,0,0,1,0,0,0,,,,,2016/2017
3954,VÃ­ctor RodrÃ­guez,es ESP,MF,Sporting GijÃ³n,27,1989,25,15,1380,15.3,2,1,1,0,0.13,0.07,,,,,2016/2017
3955,Davy Roef,be BEL,GK,La CoruÃ±a,22,1994,1,1,90,1,0,0,0,0,0,0,,,,,2016/2017
3956,Jaime Romero,es ESP,MFFW,Osasuna,26,1990,19,8,904,10,0,4,1,0,0,0.4,,,,,2016/2017
3957,Ã“scar Romero,py PAR,MF,AlavÃ©s,24,1992,13,4,535,5.9,0,1,3,0,0,0.17,,,,,2016/2017
3958,Cristiano Ronaldo,pt POR,FW,Real Madrid,31,1985,29,29,2539,28.2,25,6,4,0,0.89,0.21,,,,,2016/2017
3959,Facundo Roncaglia,ar ARG,DF,Celta Vigo,29,1987,32,30,2715,30.2,2,0,8,1,0.07,0,,,,,2016/2017
3960,Roberto Rosales,ve VEN,DF,MÃ¡laga,27,1988,32,32,2860,31.8,1,2,5,1,0.03,0.06,,,,,2016/2017
3961,Giuseppe Rossi,it ITA,FW,Celta Vigo,29,1987,18,9,795,8.8,4,1,1,0,0.45,0.11,,,,,2016/2017
3962,FabiÃ¡n Ruiz PeÃ±a,es ESP,MF,Betis,20,1996,4,3,152,1.7,0,0,0,0,0,0,,,,,2016/2017
3963,VÃ­ctor Ruiz,es ESP,DF,Villarreal,27,1989,28,27,2366,26.3,1,1,4,2,0.04,0.04,,,,,2016/2017
3964,Antonio Rukavina,rs SRB,DF,Villarreal,32,1984,4,3,272,3,0,0,2,0,0,0,,,,,2016/2017
3965,GerÃ³nimo Rulli,ar ARG,GK,Real Sociedad,24,1992,38,38,3420,38,0,0,4,0,0,0,,,,,2016/2017
3966,Mathew Ryan,au AUS,GK,Valencia,24,1992,2,2,180,2,0,0,0,0,0,0,,,,,2016/2017
3967,Enric Saborit,es ESP,DFMF,Athletic Club,24,1992,9,5,464,5.2,0,0,1,0,0,0,,,,,2016/2017
3968,Sergi Samper,es ESP,MF,Granada,21,1995,22,13,1274,14.2,0,1,6,0,0,0.07,,,,,2016/2017
3969,Mikel San JosÃ©,es ESP,MF,Athletic Club,27,1989,35,30,2700,30,4,1,9,0,0.13,0.03,,,,,2016/2017
3970,Antonio Sanabria,py PAR,FW,Betis,20,1996,22,16,1490,16.6,4,1,2,0,0.24,0.06,,,,,2016/2017
3971,RubÃ©n SÃ¡nchez,es ESP,MF,Sporting GijÃ³n,21,1994,2,0,41,0.5,0,0,0,0,0,0,,,,,2016/2017
3972,VÃ­ctor SÃ¡nchez,es ESP,DFMF,Espanyol,28,1987,26,25,2280,25.3,1,1,8,0,0.04,0.04,,,,,2016/2017
3973,Oier Sanjurjo,es ESP,DFMF,Osasuna,30,1986,36,36,3148,35,0,2,11,1,0,0.06,,,,,2016/2017
3974,Nicola Sansone,it ITA,FW,Villarreal,24,1991,32,25,2115,23.5,8,3,7,0,0.34,0.13,,,,,2016/2017
3975,Aderlan Santos,br BRA,DF,Valencia,27,1989,12,11,1000,11.1,0,0,1,0,0,0,,,,,2016/2017
3976,Christian Santos,ve VEN,FW,AlavÃ©s,28,1988,21,8,837,9.3,3,1,2,0,0.32,0.11,,,,,2016/2017
3977,Michael Santos,uy URU,FWMF,MÃ¡laga,23,1993,14,8,739,8.2,3,0,3,0,0.37,0,,,,,2016/2017
3978,Pablo Sarabia,es ESP,MF,Sevilla,24,1992,34,22,2142,23.8,8,8,10,0,0.34,0.34,,,,,2016/2017
3979,LluÃ­s Sastre,es ESP,MF,LeganÃ©s,30,1986,1,1,90,1,0,0,0,0,0,0,,,,,2016/2017
3980,Matthieu Saunier,fr FRA,DF,Granada,26,1990,16,16,1306,14.5,0,1,4,0,0,0.07,,,,,2016/2017
3981,Stefan SaviÄ‡,me MNE,DF,AtlÃ©tico Madrid,25,1991,32,30,2728,30.3,1,1,6,1,0.03,0.03,,,,,2016/2017
3982,Josep SeÃ±Ã©,es ESP,MFFW,Celta Vigo,24,1991,13,8,663,7.4,0,2,1,0,0,0.27,,,,,2016/2017
3983,Salva Sevilla,es ESP,MF,Espanyol,32,1984,6,3,268,3,0,0,1,0,0,0,,,,,2016/2017
3984,Sidnei,br BRA,DF,La CoruÃ±a,26,1989,29,29,2488,27.6,1,0,2,0,0.04,0,,,,,2016/2017
3985,Gabriel Silva,br BRA,DF,Granada,25,1991,12,11,976,10.8,0,0,3,0,0,0,,,,,2016/2017
3986,GastÃ³n Silva,uy URU,DF,Granada,22,1994,22,19,1749,19.4,0,0,6,0,0,0,,,,,2016/2017
3987,David SimÃ³n,es ESP,DF,Las Palmas,27,1988,16,14,1322,14.7,0,1,3,0,0,0.07,,,,,2016/2017
3988,Dimitris Siovas,gr GRE,DF,LeganÃ©s,27,1988,16,16,1390,15.4,1,0,4,0,0.06,0,,,,,2016/2017
3989,Guilherme Siqueira,br BRA,DFMF,Valencia,30,1986,10,7,540,6,0,1,2,0,0,0.17,,,,,2016/2017
3990,Salvatore Sirigu,it ITA,GK,Sevilla,29,1987,2,2,177,2,0,0,0,1,0,0,,,,,2016/2017
3991,Salvatore Sirigu,it ITA,GK,Osasuna,29,1987,18,18,1620,18,0,0,1,0,0,0,,,,,2016/2017
3992,Pione Sisto,dk DEN,MFFW,Celta Vigo,21,1995,30,19,1667,18.5,3,3,1,0,0.16,0.16,,,,,2016/2017
3993,Sito,es ESP,MF,Valencia,19,1996,1,0,3,0,0,0,0,0,0,0,,,,,2016/2017
3994,RubÃ©n Sobrino,es ESP,MF,AlavÃ©s,24,1992,11,5,503,5.6,2,1,1,0,0.36,0.18,,,,,2016/2017
3995,Roberto Soldado,es ESP,FW,Villarreal,31,1985,10,10,737,8.2,4,3,8,0,0.49,0.37,,,,,2016/2017
3996,Carlos Soler,es ESP,MF,Valencia,19,1997,23,19,1723,19.1,3,1,4,1,0.16,0.05,,,,,2016/2017
3997,David Soria,es ESP,GK,Sevilla,23,1993,1,1,90,1,0,0,0,0,0,0,,,,,2016/2017
3998,Bruno Soriano,es ESP,MF,Villarreal,32,1984,34,33,2984,33.2,5,2,5,0,0.15,0.06,,,,,2016/2017
3999,Roberto Soriano,it ITA,MF,Villarreal,25,1991,33,31,2450,27.2,9,5,8,1,0.33,0.18,,,,,2016/2017
4000,Jhon Steven,co COL,DF,Osasuna,21,1994,5,4,429,4.8,2,0,0,0,0.42,0,,,,,2016/2017
4001,Denis SuÃ¡rez,es ESP,MF,Barcelona,22,1994,26,12,1186,13.2,1,3,1,0,0.08,0.23,,,,,2016/2017
4002,Leonardo SuÃ¡rez,ar ARG,FWMF,Villarreal,20,1996,3,0,18,0.2,0,0,0,0,0,0,,,,,2016/2017
4003,Luis SuÃ¡rez,uy URU,FW,Barcelona,29,1987,35,34,2857,31.7,28,12,8,0,0.88,0.38,,,,,2016/2017
4004,Mario SuÃ¡rez,es ESP,MF,Valencia,29,1987,21,17,1496,16.6,3,0,3,0,0.18,0,,,,,2016/2017
4005,Markel Susaeta,es ESP,MF,Athletic Club,28,1987,26,11,1112,12.4,1,2,4,0,0.08,0.16,,,,,2016/2017
4006,Franck Tabanou,fr FRA,DF,Granada,27,1989,6,6,365,4.1,0,0,3,0,0,0,,,,,2016/2017
4007,Tana,es ESP,MFFW,Las Palmas,25,1990,32,25,2210,24.6,4,4,3,0,0.16,0.16,,,,,2016/2017
4008,Ãlvaro Tejero,es ESP,DF,Real Madrid,20,1996,1,0,3,0,0,0,0,0,0,0,,,,,2016/2017
4009,Marc-AndrÃ© ter Stegen,de GER,GK,Barcelona,24,1992,36,36,3240,36,0,0,1,0,0,0,,,,,2016/2017
4010,Fausto Tienza,es ESP,MF,Osasuna,26,1990,19,16,1224,13.6,0,0,8,0,0,0,,,,,2016/2017
4011,David Timor,es ESP,MF,LeganÃ©s,26,1989,24,22,1870,20.8,2,1,7,1,0.1,0.05,,,,,2016/2017
4012,Tito,es ESP,DF,Granada,31,1985,12,11,996,11.1,0,1,1,0,0,0.09,,,,,2016/2017
4013,Tito,es ESP,DFMF,LeganÃ©s,31,1985,11,10,877,9.7,0,2,3,0,0,0.21,,,,,2016/2017
4014,Gaizka Toquero,es ESP,MFFW,AlavÃ©s,31,1984,23,15,1222,13.6,1,1,4,0,0.07,0.07,,,,,2016/2017
4015,Jon Toral,es ESP,MF,Granada,21,1995,5,4,265,2.9,0,0,2,0,0,0,,,,,2016/2017
4016,Daniel Torres,co COL,MF,AlavÃ©s,26,1989,21,17,1436,16,0,0,7,0,0,0,,,,,2016/2017
4017,Fernando Torres,es ESP,FW,AtlÃ©tico Madrid,32,1984,31,13,1424,15.8,8,5,3,0,0.51,0.32,,,,,2016/2017
4018,Miguel Torres,es ESP,DF,MÃ¡laga,30,1986,22,18,1565,17.4,0,0,4,0,0,0,,,,,2016/2017
4019,Roberto Torres,es ESP,MF,Osasuna,27,1989,32,26,2307,25.6,7,3,7,0,0.27,0.12,,,,,2016/2017
4020,Xavi Torres,es ESP,MF,Sporting GijÃ³n,29,1986,17,8,866,9.6,0,0,6,0,0,0,,,,,2016/2017
4021,Alin ToÈ™ca,ro ROU,DF,Betis,24,1992,17,17,1501,16.7,0,0,2,0,0,0,,,,,2016/2017
4022,Lacina TraorÃ©,ci CIV,FW,Sporting GijÃ³n,26,1990,8,5,462,5.1,2,0,2,0,0.39,0,,,,,2016/2017
4023,Manu Trigueros,es ESP,MF,Villarreal,24,1991,37,35,3033,33.7,5,1,4,0,0.15,0.03,,,,,2016/2017
4024,Arda Turan,tr TUR,FWMF,Barcelona,29,1987,18,14,1244,13.8,3,3,1,0,0.22,0.22,,,,,2016/2017
4025,Tyronne,es ESP,FWMF,Las Palmas,25,1991,3,0,44,0.5,0,0,1,0,0,0,,,,,2016/2017
4026,PrzemysÅ‚aw TytoÅ„,pl POL,GK,La CoruÃ±a,29,1987,13,12,1126,12.5,0,0,1,0,0,0,,,,,2016/2017
4027,Samuel Umtiti,fr FRA,DF,Barcelona,22,1993,25,24,2129,23.7,1,0,4,0,0.04,0,,,,,2016/2017
4028,Borja Valle,es ESP,MF,La CoruÃ±a,24,1992,7,1,207,2.3,0,0,0,0,0,0,,,,,2016/2017
4029,RaphaÃ«l Varane,fr FRA,DF,Real Madrid,23,1993,23,23,1924,21.4,1,2,1,0,0.05,0.09,,,,,2016/2017
4030,Javi Varas,es ESP,GK,Las Palmas,33,1982,25,25,2250,25,0,0,0,0,0,0,,,,,2016/2017
4031,Ãlvaro VÃ¡zquez,es ESP,MFFW,Espanyol,25,1991,10,2,318,3.5,0,1,0,0,0,0.28,,,,,2016/2017
4032,Franco VÃ¡zquez,ar ARG,MF,Sevilla,27,1989,30,26,2076,23.1,7,4,8,0,0.3,0.17,,,,,2016/2017
4033,Lucas VÃ¡zquez,es ESP,FWMF,Real Madrid,25,1991,33,12,1403,15.6,2,7,4,0,0.13,0.45,,,,,2016/2017
4034,Carlos Vela,mx MEX,FWMF,Real Sociedad,27,1989,35,31,2545,28.3,9,2,6,0,0.32,0.07,,,,,2016/2017
4035,Mikel Vesga,es ESP,MF,Sporting GijÃ³n,23,1993,17,16,1410,15.7,1,1,6,0,0.06,0.06,,,,,2016/2017
4036,Mikel Vesga,es ESP,MF,Athletic Club,23,1993,6,3,286,3.2,0,0,1,0,0,0,,,,,2016/2017
4037,RÃºben Vezo,pt POR,DF,Granada,22,1994,18,17,1487,16.5,0,0,3,1,0,0,,,,,2016/2017
4038,RÃºben Vezo,pt POR,DF,Valencia,22,1994,1,1,45,0.5,0,1,0,0,0,2,,,,,2016/2017
4039,Aleix Vidal,es ESP,DF,Barcelona,26,1989,6,5,476,5.3,2,2,0,0,0.38,0.38,,,,,2016/2017
4040,Jonathan Viera,es ESP,MF,Las Palmas,26,1989,31,30,2581,28.7,7,6,4,0,0.24,0.21,,,,,2016/2017
4041,Luciano Vietto,ar ARG,FW,Sevilla,22,1993,21,14,1310,14.6,6,3,3,0,0.41,0.21,,,,,2016/2017
4042,Carlos Vigaray,es ESP,DF,AlavÃ©s,21,1994,19,10,949,10.5,0,3,1,0,0,0.28,,,,,2016/2017
4043,Borja Viguera,es ESP,FWMF,Sporting GijÃ³n,29,1987,16,6,748,8.3,1,1,2,0,0.12,0.12,,,,,2016/2017
4044,Borja Viguera,es ESP,FW,Athletic Club,29,1987,1,0,27,0.3,1,0,0,0,3.33,0,,,,,2016/2017
4045,Asier Villalibre,es ESP,FW,Athletic Club,18,1997,6,0,78,0.9,0,1,0,0,0,1.15,,,,,2016/2017
4046,Mikel Villanueva,ve VEN,DF,MÃ¡laga,23,1993,15,14,1264,14,0,0,4,0,0,0,,,,,2016/2017
4047,IvÃ¡n Villar,es ESP,GK,Celta Vigo,19,1997,1,1,90,1,0,0,0,0,0,0,,,,,2016/2017
4048,Vitolo,es ESP,MFFW,Sevilla,26,1989,30,25,2332,25.9,6,5,6,1,0.23,0.19,,,,,2016/2017
4049,Å ime Vrsaljko,hr CRO,DF,AtlÃ©tico Madrid,24,1992,14,11,924,10.3,0,0,1,0,0,0,,,,,2016/2017
4050,Nikola VujadinoviÄ‡,me MNE,DF,Osasuna,30,1986,10,10,787,8.7,0,0,0,0,0,0,,,,,2016/2017
4051,Wakaso,gh GHA,MFFW,Granada,26,1990,11,10,866,9.6,1,1,7,1,0.1,0.1,,,,,2016/2017
4052,Daniel Wass,dk DEN,MF,Celta Vigo,27,1989,32,29,2380,26.4,3,4,4,0,0.11,0.15,,,,,2016/2017
4053,IÃ±aki Williams,gh GHA,MFFW,Athletic Club,22,1994,38,31,2789,31,5,6,4,0,0.16,0.19,,,,,2016/2017
4054,Yoel,es ESP,GK,Eibar,27,1988,25,22,2119,23.5,0,0,1,1,0,0,,,,,2016/2017
4055,Joseba ZaldÃºa,es ESP,DF,Real Sociedad,24,1992,14,12,1103,12.3,0,1,2,1,0,0.08,,,,,2016/2017
4056,Simone Zaza,it ITA,FW,Valencia,25,1991,20,15,1377,15.3,6,1,7,0,0.39,0.07,,,,,2016/2017
4057,Nabil El Zhar,ma MAR,MF,LeganÃ©s,29,1986,14,10,957,10.6,1,2,1,0,0.09,0.19,,,,,2016/2017
4058,Nabil El Zhar,ma MAR,MFFW,Las Palmas,29,1986,12,8,716,8,3,2,1,0,0.38,0.25,,,,,2016/2017
4059,Roman Zozulya,ua UKR,FW,Betis,26,1989,6,1,155,1.7,0,0,1,0,0,0,,,,,2016/2017
4060,Igor Zubeldia,es ESP,MF,Real Sociedad,19,1997,4,3,254,2.8,0,0,1,0,0,0,,,,,2016/2017
4061,David Zurutuza,es ESP,MF,Real Sociedad,30,1986,31,29,2496,27.7,3,1,8,1,0.11,0.04,,,,,2016/2017
4062,Aymen Abdennour,tn TUN,DF,Valencia,25,1989,22,22,1851,20.6,0,0,4,0,0,0,,,,,2015/2016
4063,Antonio AdÃ¡n,es ESP,GK,Betis,28,1987,36,36,3212,35.7,0,0,5,0,0,0,,,,,2015/2016
